,lr_train_AETOTAL,lr_test_AETOTAL,rf_train_AETOTAL,rf_test_AETOTAL,rf_best_params_AETOTAL,lr_train_OverweightPreoccupationTotal,lr_test_OverweightPreoccupationTotal,rf_train_OverweightPreoccupationTotal,rf_test_OverweightPreoccupationTotal,rf_best_params_OverweightPreoccupationTotal,lr_train_OverweightPreoccupation3Diet,lr_test_OverweightPreoccupation3Diet,rf_train_OverweightPreoccupation3Diet,rf_test_OverweightPreoccupation3Diet,rf_best_params_OverweightPreoccupation3Diet,lr_train_OverweightPreoccupation4TriedFasting,lr_test_OverweightPreoccupation4TriedFasting,rf_train_OverweightPreoccupation4TriedFasting,rf_test_OverweightPreoccupation4TriedFasting,rf_best_params_OverweightPreoccupation4TriedFasting,lr_train_BIQLITotal,lr_test_BIQLITotal,rf_train_BIQLITotal,rf_test_BIQLITotal,rf_best_params_BIQLITotal
0,0.5284999212709941,0.4919858339322172,0.7887705438213495,0.5456681858419965,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.5112582356113632,0.41897676706648734,0.7835714739075849,0.47804515800414105,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.2868706629242135,0.26741128031286954,0.678945958431272,0.28899275534620916,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2528824655403348,0.25098356381929043,0.4784722907587954,0.190730543636762,"{'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.46151924730577987,0.41492709292878216,0.7474679047933197,0.3949744585580548,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}"
1,0.5266022384434806,0.510303267893228,0.7916029271427361,0.4964081566199168,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.505663122699568,0.4641945330797339,0.728269149695602,0.4514714317232359,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 300}",0.29230405651312474,0.21377883990069735,0.6767587217749622,0.339222339770922,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2555422886716825,0.2318419242272306,0.4441449541184822,0.14445262923668833,"{'max_depth': 8, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 500}",0.46657559400827675,0.36654353840831666,0.6760000378949237,0.4771133894074242,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 300}"
2,0.528457479927159,0.49395356068976015,0.7923599620950875,0.4916397881194887,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.4985470807523966,0.5343332988011686,0.7821469365052833,0.4983507250527006,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2834685904129377,0.29386716057524553,0.6769559534628045,0.28104970035775845,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2587990097859749,0.19609630834494818,0.4042186259051421,0.25936794686831766,"{'max_depth': 15, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 300}",0.4582697162624333,0.4486704149918379,0.7431041483574337,0.4645983388044159,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}"
3,0.5287017936402125,0.4894191469701087,0.7899147617294864,0.4996667176203742,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.5073682744551897,0.4492506373978147,0.7807153447831419,0.5205907964261798,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.2872665170395814,0.25878537810758817,0.5198307793442916,0.2567102685574826,"{'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.2567965051049468,0.2217554630480839,0.46731103771499205,0.2749954216584801,"{'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.4607292372680135,0.4182461153285939,0.7464572807259857,0.3876430322840132,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}"
4,0.5272259168423743,0.5054882229075386,0.7917394077115564,0.5150665456537945,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.49512312820771065,0.565264556690649,0.7245256478282254,0.4950153109929186,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 500}",0.28909147828262616,0.24509875027635497,0.6789666248845052,0.2949500043065769,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.2554883903735087,0.22992962242596104,0.5107296184436808,0.24201296620278745,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 300}",0.4590247465510763,0.44129812345356667,0.7449667271842478,0.4453059913006375,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
5,0.5218543871305337,0.5553897521509508,0.7915091041339313,0.5029553027729333,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5076023711200052,0.4457156458440442,0.7801473631098612,0.5586350106235629,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.28886832710182797,0.2433872609439799,0.5972815212359802,0.28104406053502407,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 300}",0.2546503879163188,0.24627421786675918,0.6553451456795051,0.14109264227589946,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.4630146679428051,0.40078125716703505,0.6786890970962888,0.41519981001863215,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 300}"
6,0.5284601472228259,0.49317782993846215,0.7866472957393318,0.5606529773916257,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5019537932825515,0.49911280727547946,0.7792334364261302,0.5376486093554071,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.2915231796344888,0.22514402306520664,0.6785859859629613,0.30436996240252745,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.26013792829844806,0.1944203390321625,0.5064449756875398,0.3120657516387956,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 300}",0.46294016928596604,0.40151351102526056,0.745465179792296,0.4376688113278653,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}"
7,0.5267542987804773,0.5071288251139119,0.7903136590895753,0.5201824615765468,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.5014363230543228,0.5070881105262826,0.7846051090272939,0.44901645290954917,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.29009608732512304,0.23490953870072062,0.6782187492628338,0.2858263660297158,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2522683135014899,0.26417666013456,0.47215622437428517,0.22509579615856756,"{'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.4559837906383445,0.46758087680422766,0.6760576933206879,0.4747708746306548,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 500}"
8,0.5275993156491049,0.5016524509503248,0.7886618669405173,0.5603926599576752,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5055391340798807,0.4677048482396926,0.7797260557218448,0.5380227609398636,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.28423095164500145,0.2842998103509625,0.6773474060115665,0.2341380305137719,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.26401633147719605,0.1587439443849541,0.4694632444959621,0.270675683072915,"{'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.44987266182829366,0.5174941056696647,0.7412618123729284,0.483949238236568,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
9,0.5296189303490717,0.4780642003194544,0.7850245029994665,0.6060767459947215,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5088107182487014,0.4349614055647816,0.7790902565284382,0.5496603402932816,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.29021079510067516,0.22950283685767803,0.5091567434982698,0.3274173832612268,"{'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.26132760284337764,0.18229102280903076,0.38390977448045494,0.2683010288450989,"{'max_depth': 8, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 500}",0.46058920955541005,0.4257630621423535,0.7429561678968846,0.43525950805145475,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
