,lr_train_AETOTAL,lr_test_AETOTAL,rf_train_AETOTAL,rf_test_AETOTAL,rf_best_params_AETOTAL,lr_train_OverweightPreoccupationTotal,lr_test_OverweightPreoccupationTotal,rf_train_OverweightPreoccupationTotal,rf_test_OverweightPreoccupationTotal,rf_best_params_OverweightPreoccupationTotal,lr_train_OverweightPreoccupation3Diet,lr_test_OverweightPreoccupation3Diet,rf_train_OverweightPreoccupation3Diet,rf_test_OverweightPreoccupation3Diet,rf_best_params_OverweightPreoccupation3Diet,lr_train_OverweightPreoccupation4TriedFasting,lr_test_OverweightPreoccupation4TriedFasting,rf_train_OverweightPreoccupation4TriedFasting,rf_test_OverweightPreoccupation4TriedFasting,rf_best_params_OverweightPreoccupation4TriedFasting,lr_train_BIQLITotal,lr_test_BIQLITotal,rf_train_BIQLITotal,rf_test_BIQLITotal,rf_best_params_BIQLITotal
0,0.5431397615005673,0.5412670682333498,0.7953948035404144,0.5843065168664522,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.5475029320574956,0.5714063210463942,0.7984674559331432,0.5980758307444185,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.29705101918128596,0.2941208205503165,0.5607189757675441,0.2819324558895384,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 500}",0.29496358469891093,0.2515342951616889,0.4314139815754807,0.29835251739660973,"{'max_depth': 15, 'min_samples_leaf': 20, 'min_samples_split': 5, 'n_estimators': 500}",0.43236989910353707,0.47573263634327667,0.7322410425192412,0.4405621505538453,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
1,0.543936512350496,0.5338867572303906,0.7961806317910758,0.5723673447265016,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.5459528814019743,0.5836924411877968,0.8011785762707205,0.5424389779639078,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.29681532817143197,0.29303287585631055,0.6812495368230298,0.33197201870026594,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.2946951721052894,0.24129939864441807,0.5376064283845905,0.21924544096541076,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 300}",0.44097521774674286,0.3959026761018476,0.7318115774592231,0.44681816247911843,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
2,0.5423812755929333,0.5485330970992464,0.796988207815768,0.5637080789388611,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5504848039098567,0.5437074980195081,0.8021073642745535,0.5412513730316131,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.29657982060680843,0.2977473221881176,0.6825285852473066,0.30789057628659566,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.29307244174610114,0.2691034066439211,0.43447159104003386,0.27238104534653507,"{'max_depth': 15, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 300}",0.44122337394424416,0.39021369305974385,0.7316315755282136,0.4225374030825272,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}"
3,0.5443376214126516,0.5303940874368748,0.7959662070084005,0.5643473455311949,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.5526889749738146,0.5230939198378379,0.7998254179245671,0.5882331230087121,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.2948649051801747,0.3134421198264208,0.5608611895586642,0.26617469176376685,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 500}",0.2915278508205965,0.2801197038113068,0.5326984482301662,0.2892133037695148,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 300}",0.43428914945200403,0.4564039784283459,0.7318391303651952,0.45916560120486993,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}"
4,0.5455604809265482,0.5199150423038954,0.7968300193819974,0.5457384247589886,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.553083024713534,0.5191219438485808,0.7980995411176082,0.6024721694437913,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.30013074940964346,0.26519769560296447,0.6026766578933074,0.32567714530446357,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 500}",0.28842131310397046,0.3070241146219941,0.5341886420814708,0.2794239144005446,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 500}",0.43743727238806196,0.4285165092940111,0.7318460719715785,0.4424333199938968,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}"
5,0.544706609093863,0.5261171319671074,0.7968456018516292,0.5560141784927276,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.5510620490294216,0.5383366713954196,0.8006012983078806,0.5576690205283776,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.3003758282912845,0.2632208118532623,0.6821701435734953,0.3442259999195264,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.29108103222186243,0.2859627060489103,0.6595282018942518,0.2973807242662573,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.4371979619792836,0.43055578885066503,0.7334217561302023,0.42157615707909746,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
6,0.5411988198818244,0.5607998948261885,0.795172078155691,0.5644765244240996,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5526697334199193,0.5233684229215244,0.8008060610369552,0.5509287565111829,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.2968613129354838,0.29644289138975166,0.5545394800155724,0.3505996098821773,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 500}",0.2937280231287731,0.2581329303398753,0.5792288115416491,0.3216935119895007,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 500}",0.43858578730769127,0.4177207798497603,0.7318346606527092,0.44401321030766505,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
7,0.5463666418201244,0.5135165353356123,0.796384167346369,0.5566138039176883,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5485241304356209,0.5612167835773734,0.8006813459827031,0.5476036858821147,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.3030019379921961,0.23890649720403945,0.5548482292049363,0.34454690568341895,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 300}",0.29755446697809484,0.22587741515238047,0.5838283920403828,0.2568167415340915,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 500}",0.4425854886650826,0.3758818728416162,0.7331372304722317,0.3992175212869228,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}"
8,0.5463909350163416,0.5110259783616791,0.7959460994553527,0.5625253278466733,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.5529944327223728,0.5208046275716074,0.8015661466837447,0.5637479861383456,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2995477291839389,0.27126449423738874,0.6782423797755657,0.3263643686635129,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.2872477115734575,0.3208759319159393,0.42794437939676355,0.3301512923504092,"{'max_depth': 15, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 100}",0.43962075070106965,0.4096025147907951,0.7300676562048655,0.47355444741026775,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
9,0.5430080628358253,0.542298240257865,0.796786408464041,0.5583596113247005,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.5540999688796073,0.5097852317347229,0.8010057474362624,0.5617664248947642,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 500}",0.2986144024199704,0.2784472146566662,0.6030088277690475,0.30373371064995025,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 500}",0.2909280801662716,0.2878294272067421,0.5332889068807746,0.28286997839386385,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 300}",0.43431697579957085,0.4544527556113517,0.7312573623233644,0.45777268648083647,"{'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}"
